City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
222,Meulaboh,ID,2021-08-14 17:40:20,4.1363,96.1285,73.38,95,100,1.59,moderate rain
223,Faya,SA,2021-08-14 17:40:21,18.3851,42.4509,81.12,34,51,7.67,broken clouds
224,Sur,OM,2021-08-14 17:40:21,22.5667,59.5289,88.07,57,47,10.63,scattered clouds
225,Baruun-Urt,MN,2021-08-14 17:40:22,46.6806,113.2792,55.67,89,11,8.37,few clouds
226,Bud,US,2021-08-14 17:40:22,39.447,-86.1758,82.35,53,100,10.56,overcast clouds
227,San Patricio,US,2021-08-14 17:40:22,28.017,-97.5169,92.91,44,35,7.52,scattered clouds
228,Sobolevo,RU,2021-08-14 17:40:23,54.4299,31.8996,67.82,62,92,7.43,overcast clouds
229,Erzin,TR,2021-08-14 17:40:23,36.9559,36.2,84.92,70,0,5.64,clear sky
230,Port Blair,IN,2021-08-14 17:40:23,11.6667,92.75,81.81,84,100,13.06,overcast clouds
231,Arlit,NE,2021-08-14 17:40:24,18.7369,7.3853,102.02,20,0,5.91,clear sky
232,Mariinsk,RU,2021-08-14 17:40:24,56.2139,87.7472,57.36,80,100,3.71,overcast clouds
233,Naze,JP,2021-08-14 17:38:30,28.3667,129.4833,78.21,88,100,14.38,overcast clouds
234,San Quintin,MX,2021-08-14 17:40:25,30.4833,-115.95,77.7,62,0,14.74,clear sky
235,Netrakona,BD,2021-08-14 17:40:26,24.8833,90.7167,78.57,94,100,5.12,light rain
236,Astana,KZ,2021-08-14 17:37:18,51.1801,71.446,58.95,58,0,6.71,clear sky
237,High Point,US,2021-08-14 17:36:55,35.9557,-80.0053,94.64,58,75,1.99,broken clouds
238,Mahon,ES,2021-08-14 17:40:26,39.8885,4.2658,84.76,58,0,9.22,clear sky
239,Mahebourg,MU,2021-08-14 17:40:27,-20.4081,57.7,71.89,83,75,14.97,light rain
240,Areosa,PT,2021-08-14 17:40:27,41.7178,-8.8571,90.68,73,68,15.35,light rain
241,Pyapon,MM,2021-08-14 17:40:28,16.2833,95.6833,78.91,87,100,6.31,overcast clouds
242,Ferme-Neuve,CA,2021-08-14 17:40:28,46.7001,-75.4493,71.38,35,4,9.78,clear sky
243,Shiraz,IR,2021-08-14 17:38:35,29.6036,52.5388,87.24,9,20,4.61,few clouds
244,Male,MV,2021-08-14 17:39:42,4.1748,73.5089,84.15,74,75,16.11,broken clouds
245,Alofi,NU,2021-08-14 17:40:29,-19.0595,-169.9187,66.09,94,38,4.61,scattered clouds
246,Nanakuli,US,2021-08-14 17:40:30,21.3906,-158.1547,78.75,73,1,5.75,clear sky
247,Klaksvik,FO,2021-08-14 17:40:30,62.2266,-6.589,52.72,96,100,14.65,overcast clouds
248,Cachoeiras De Macacu,BR,2021-08-14 17:40:30,-22.4625,-42.6531,65.68,90,99,2.44,overcast clouds
249,Kununurra,AU,2021-08-14 17:40:31,-15.7667,128.7333,80.58,32,90,8.05,overcast clouds
250,Gat,IL,2021-08-14 17:40:03,31.61,34.7642,84.88,100,0,8.5,clear sky
251,Sitka,US,2021-08-14 17:40:31,57.0531,-135.33,57.09,82,90,3.44,overcast clouds
252,Gazanjyk,TM,2021-08-14 17:40:32,39.2446,55.5154,85.01,16,0,14.34,clear sky
253,Jijiga,ET,2021-08-14 17:40:32,9.35,42.8,66.6,69,50,16.44,scattered clouds
254,Broome,US,2021-08-14 17:40:33,42.2506,-75.833,77.81,59,90,1.99,overcast clouds
255,Kathu,TH,2021-08-14 17:40:33,7.9178,98.3332,75.02,76,100,7.05,light rain
256,Chokurdakh,RU,2021-08-14 17:40:33,70.6333,147.9167,40.68,78,100,12.5,overcast clouds
257,Penzance,GB,2021-08-14 17:40:34,50.1186,-5.5371,65.08,94,20,13.8,few clouds
258,Nemuro,JP,2021-08-14 17:40:34,43.3236,145.575,56.25,82,100,11.86,overcast clouds
259,Huilong,CN,2021-08-14 17:40:35,31.8111,121.655,79.03,90,97,8.21,light rain
260,Kaeo,NZ,2021-08-14 17:40:36,-35.1,173.7833,51.33,93,61,5.86,broken clouds
261,Maniitsoq,GL,2021-08-14 17:40:36,65.4167,-52.9,45.46,98,100,21.74,moderate rain
262,Xining,CN,2021-08-14 17:40:37,36.6167,101.7667,57.22,67,26,3.69,scattered clouds
263,Nome,US,2021-08-14 17:40:37,64.5011,-165.4064,48.27,87,90,17.27,light rain
264,Santa Cruz,BO,2021-08-14 17:40:38,-17.8,-63.1667,78.85,21,3,11.5,clear sky
265,La Rioja,ES,2021-08-14 17:40:38,42.25,-2.5,98.38,26,69,3.8,broken clouds
266,Jati,PK,2021-08-14 17:40:38,24.3539,68.2671,81.82,68,87,21.27,overcast clouds
267,Moussoro,TD,2021-08-14 17:40:39,13.6408,16.4901,90.1,48,92,4.27,overcast clouds
268,Coquimbo,CL,2021-08-14 17:40:39,-29.9533,-71.3436,56.93,67,20,11.5,few clouds
269,Funadhoo,MV,2021-08-14 17:40:40,6.15,73.2667,82.22,78,100,18.41,overcast clouds
270,Cockburn Town,TC,2021-08-14 17:40:40,21.4612,-71.1419,85.96,70,40,11.5,scattered clouds
271,Garachine,PA,2021-08-14 17:40:40,8.0647,-78.3628,81.9,78,75,8.3,broken clouds
272,Kos,GR,2021-08-14 17:40:41,36.8933,27.2889,91.31,61,0,11.27,clear sky
273,Hofn,IS,2021-08-14 17:40:41,64.2539,-15.2082,52.84,90,100,12.57,overcast clouds
274,Lavrentiya,RU,2021-08-14 17:40:42,65.5833,-171.0,46.65,93,99,6.04,overcast clouds
275,Siimusti,EE,2021-08-14 17:40:42,58.7277,26.3437,66.09,73,81,8.97,broken clouds
276,Filingue,NE,2021-08-14 17:40:42,14.3521,3.3168,93.49,40,51,4.9,broken clouds
277,Longyearbyen,SJ,2021-08-14 17:40:43,78.2186,15.6401,44.44,70,0,10.36,clear sky
278,Sampao,PH,2021-08-14 17:40:43,7.5939,125.6611,76.8,95,100,0.92,overcast clouds
279,Hounde,BF,2021-08-14 17:40:44,11.5,-3.5167,76.46,86,78,3.78,light rain
280,Vila Velha,BR,2021-08-14 17:40:44,-20.3297,-40.2925,80.55,61,20,14.97,few clouds
281,Tual,ID,2021-08-14 17:40:44,-5.6667,132.75,79.68,84,75,18.48,broken clouds
282,Acari,PE,2021-08-14 17:40:45,-15.4311,-74.6158,71.83,57,67,9.42,broken clouds
283,Adzhamka,UA,2021-08-14 17:40:45,48.5424,32.5354,70.14,44,2,8.48,clear sky
284,Katsuura,JP,2021-08-14 17:40:46,35.1333,140.3,69.91,93,100,19.19,overcast clouds
285,Bisho,ZA,2021-08-14 17:40:46,-32.8472,27.4422,52.43,81,98,6.17,overcast clouds
286,Takaka,NZ,2021-08-14 17:40:46,-40.85,172.8,45.55,81,14,5.5,few clouds
287,Uttiramerur,IN,2021-08-14 17:40:47,12.6,79.7667,85.44,63,100,3.85,overcast clouds
288,Port Arthur,CN,2021-08-14 17:40:47,38.8,121.2667,71.82,74,0,2.62,clear sky
289,Plettenberg Bay,ZA,2021-08-14 17:40:48,-34.0527,23.3716,55.09,83,5,7.85,clear sky
290,Poum,NC,2021-08-14 17:40:48,-20.2333,164.0167,68.36,63,35,13.76,scattered clouds
291,Pringsewu,ID,2021-08-14 17:40:49,-5.3582,104.9744,72.45,96,91,1.03,overcast clouds
292,Natitingou,BJ,2021-08-14 17:40:49,10.3042,1.3796,77.05,95,83,4.72,light rain
293,Sembakung,ID,2021-08-14 17:40:50,3.8167,117.25,78.73,99,95,1.43,overcast clouds
294,Vinh,VN,2021-08-14 17:40:51,18.6667,105.6667,81.88,70,100,4.21,overcast clouds
295,Tautira,PF,2021-08-14 17:40:51,-17.7333,-149.15,73.42,75,27,9.62,light rain
296,Ixtapa,MX,2021-08-14 17:40:52,20.7,-105.2,86.23,74,75,4.61,broken clouds
297,Inhambane,MZ,2021-08-14 17:40:52,-23.865,35.3833,66.18,68,75,16.11,broken clouds
298,Alvinopolis,BR,2021-08-14 17:40:52,-20.1067,-43.0489,80.11,38,65,2.64,broken clouds
299,Warwick,US,2021-08-14 17:36:07,41.7001,-71.4162,88.92,68,75,4.61,broken clouds
300,Dalhousie,IN,2021-08-14 17:40:53,32.5333,75.9833,59.11,81,2,7.54,clear sky
301,Amga,RU,2021-08-14 17:40:53,60.8953,131.9608,62.87,71,45,3.24,scattered clouds
302,Luderitz,NA,2021-08-14 17:40:54,-26.6481,15.1594,62.35,40,0,16.55,clear sky
303,Brenham,US,2021-08-14 17:40:54,30.1669,-96.3977,94.42,59,40,0.0,scattered clouds
304,Vostok,RU,2021-08-14 17:40:55,46.4856,135.8833,53.91,87,77,3.15,broken clouds
305,Nelson Bay,AU,2021-08-14 17:40:55,-32.7167,152.15,53.69,95,1,6.24,clear sky
306,Mount Isa,AU,2021-08-14 17:40:55,-20.7333,139.5,69.57,32,0,5.75,clear sky
307,Taoudenni,ML,2021-08-14 17:40:56,22.6783,-3.9836,112.57,6,39,12.62,scattered clouds
308,Bo Rai,TH,2021-08-14 17:40:56,12.5728,102.5371,74.39,97,100,3.38,moderate rain
309,Ostrovnoy,RU,2021-08-14 17:40:57,68.0531,39.5131,46.53,90,58,6.62,broken clouds
310,Vardo,NO,2021-08-14 17:40:57,70.3705,31.1107,49.95,85,87,3.76,overcast clouds
311,Usinsk,RU,2021-08-14 17:40:57,65.9939,57.5281,53.98,94,100,25.55,overcast clouds
312,Utete,TZ,2021-08-14 17:40:58,-7.986,38.758,73.87,77,13,7.11,few clouds
313,Aktau,KZ,2021-08-14 17:40:58,43.65,51.2,79.38,46,0,5.57,clear sky
314,Panguna,PG,2021-08-14 17:40:58,-6.3164,155.4848,68.04,96,100,2.15,overcast clouds
315,Gualan,GT,2021-08-14 17:40:59,15.1333,-89.3667,91.31,49,27,4.38,scattered clouds
316,Port-Cartier,CA,2021-08-14 17:40:59,50.0334,-66.8654,66.42,99,100,2.62,overcast clouds
317,Clevelandia,BR,2021-08-14 17:41:00,-26.3958,-52.4708,62.2,84,61,5.06,moderate rain
318,Victor Harbor,AU,2021-08-14 17:41:00,-35.5667,138.6167,53.91,85,0,9.22,clear sky
319,Oda,JP,2021-08-14 17:41:01,35.1833,132.5,72.9,91,100,12.73,overcast clouds
320,Abu Samrah,SY,2021-08-14 17:41:01,35.3029,37.1841,82.53,46,0,13.06,clear sky
321,San Luis,AR,2021-08-14 17:37:55,-33.295,-66.3356,67.1,14,0,6.82,clear sky
322,Prince Rupert,CA,2021-08-14 17:38:04,54.3161,-130.3201,59.09,94,90,2.3,overcast clouds
323,Gushikawa,JP,2021-08-14 17:41:02,26.3544,127.8686,80.19,89,1,9.22,clear sky
324,Nieuw Amsterdam,SR,2021-08-14 17:41:02,5.8833,-55.0833,89.76,55,40,5.75,scattered clouds
325,Kangaatsiaq,GL,2021-08-14 17:41:03,68.3065,-53.4641,44.76,95,99,19.95,light rain
326,Upernavik,GL,2021-08-14 17:41:03,72.7868,-56.1549,47.01,92,99,8.39,overcast clouds
327,Ceres,US,2021-08-14 17:37:24,37.5949,-120.9577,100.31,41,1,5.75,clear sky
328,Anloga,GH,2021-08-14 17:41:04,5.7947,0.8973,79.02,80,81,13.71,broken clouds
329,Vagay,RU,2021-08-14 17:41:04,57.9375,69.0217,59.59,73,8,5.66,clear sky
330,Opopeo,MX,2021-08-14 17:41:05,19.4,-101.6,63.46,72,80,1.63,broken clouds
331,Constitucion,CL,2021-08-14 17:41:05,-35.3333,-72.4167,56.08,63,99,4.32,overcast clouds
332,Bambous Virieux,MU,2021-08-14 17:41:05,-20.3428,57.7575,71.85,83,75,14.97,light rain
333,Gamba,GA,2021-08-14 17:41:06,-2.65,10.0,75.38,86,98,8.81,overcast clouds
334,San Lorenzo,PY,2021-08-14 17:41:06,-25.3333,-57.5333,72.54,49,0,6.91,clear sky
335,Haines Junction,CA,2021-08-14 17:41:07,60.7522,-137.5108,55.35,76,100,1.14,overcast clouds
336,Gambela,ET,2021-08-14 17:41:07,8.25,34.5833,71.13,95,93,2.13,overcast clouds
337,Jadu,LY,2021-08-14 17:41:07,31.953,12.0261,83.07,28,0,13.94,clear sky
338,Thompson,CA,2021-08-14 17:41:08,55.7435,-97.8558,71.76,64,75,6.91,broken clouds
339,Inuvik,CA,2021-08-14 17:41:08,68.3499,-133.7218,52.66,76,75,5.75,broken clouds
340,Kuvshinovo,RU,2021-08-14 17:41:08,57.0295,34.1725,59.56,82,80,6.02,broken clouds
341,Vilyuysk,RU,2021-08-14 17:41:09,63.7553,121.6247,55.78,88,100,5.3,moderate rain
342,Tura,IN,2021-08-14 17:41:09,25.5198,90.2201,73.74,96,100,4.76,overcast clouds
343,Lima,PE,2021-08-14 17:41:09,-12.0432,-77.0282,64.65,72,90,5.75,overcast clouds
344,San Rafael,AR,2021-08-14 17:41:10,-34.6177,-68.3301,69.31,10,16,8.01,few clouds
345,Monywa,MM,2021-08-14 17:41:10,22.1167,95.1333,80.33,85,96,7.85,overcast clouds
346,Galle,LK,2021-08-14 17:41:11,6.0367,80.217,79.16,85,93,13.73,overcast clouds
347,Teya,RU,2021-08-14 17:41:11,60.3778,92.6267,53.65,96,99,3.13,overcast clouds
348,Salalah,OM,2021-08-14 17:41:12,17.0151,54.0924,78.89,83,90,8.05,overcast clouds
349,Fairbanks,US,2021-08-14 17:40:46,64.8378,-147.7164,52.61,84,40,5.75,scattered clouds
350,Saint George,US,2021-08-14 17:41:08,37.1041,-113.5841,95.63,32,1,1.01,clear sky
351,Metu,ET,2021-08-14 17:41:12,8.3,35.5833,58.64,98,89,1.81,light rain
352,Varenikovskaya,RU,2021-08-14 17:41:12,45.1209,37.6417,68.32,91,100,5.08,overcast clouds
353,Sendafa,ET,2021-08-14 17:41:13,9.15,39.0333,60.15,85,13,3.09,light rain
354,Kropotkin,RU,2021-08-14 17:41:13,45.4375,40.5756,67.8,91,100,6.46,overcast clouds
355,Gull Lake,CA,2021-08-14 17:41:13,50.1001,-108.4847,89.96,18,0,10.16,clear sky
356,Mwingi,KE,2021-08-14 17:41:14,-0.9344,38.0601,73.27,49,99,13.2,overcast clouds
357,Tahoua,NE,2021-08-14 17:41:14,14.8888,5.2692,89.58,51,20,4.61,few clouds
358,Nosy Varika,MG,2021-08-14 17:41:15,-20.5833,48.5333,66.34,85,100,11.45,light rain
359,Atar,MR,2021-08-14 17:41:15,20.5169,-13.0499,107.74,13,24,16.62,few clouds
360,Tazovskiy,RU,2021-08-14 17:41:16,67.4667,78.7,56.89,86,100,13.78,overcast clouds
361,Abbeville,FR,2021-08-14 17:41:16,50.1,1.8333,80.01,71,2,5.91,clear sky
362,Nichinan,JP,2021-08-14 17:41:16,31.6,131.3667,79.07,92,100,12.55,heavy intensity rain
363,Lorengau,PG,2021-08-14 17:41:17,-2.0226,147.2712,81.19,80,52,10.04,broken clouds
364,Lashio,MM,2021-08-14 17:41:17,22.9333,97.75,68.49,100,100,1.68,overcast clouds
365,Berkakit,RU,2021-08-14 17:41:17,56.5807,124.7681,52.61,80,11,4.61,few clouds
366,Roma,US,2021-08-14 17:41:18,43.2128,-75.4557,78.82,60,20,9.22,few clouds
367,Akdagmadeni,TR,2021-08-14 17:41:18,39.6603,35.8836,53.42,87,74,5.68,broken clouds
368,Palmares,BR,2021-08-14 17:41:19,-8.6833,-35.5917,77.07,78,86,9.44,overcast clouds
369,Show Low,US,2021-08-14 17:41:19,34.2542,-110.0298,77.72,46,1,6.91,clear sky
370,Ponta Delgada,PT,2021-08-14 17:41:19,37.7333,-25.6667,74.12,83,75,11.5,broken clouds
371,Ilulissat,GL,2021-08-14 17:41:20,69.2167,-51.1,53.62,82,75,23.02,light intensity shower rain
372,Hay River,CA,2021-08-14 17:41:20,60.8156,-115.7999,71.58,49,75,14.97,broken clouds
373,Tomigusuku,JP,2021-08-14 17:41:20,26.185,127.675,80.73,94,20,10.36,few clouds
374,Dwarka,IN,2021-08-14 17:41:21,22.2394,68.9678,80.56,80,97,19.69,overcast clouds
375,Mbandaka,CD,2021-08-14 17:41:21,0.0487,18.2603,79.34,60,90,3.04,overcast clouds
376,Zapolyarnyy,RU,2021-08-14 17:41:21,69.4154,30.8136,56.48,77,80,4.59,broken clouds
377,Kalmunai,LK,2021-08-14 17:41:22,7.4167,81.8167,81.48,81,95,1.59,overcast clouds
378,Cherskiy,RU,2021-08-14 17:41:22,68.75,161.3,43.88,76,82,9.86,broken clouds
379,Tilichiki,RU,2021-08-14 17:41:23,60.4667,166.1,49.44,90,57,2.04,broken clouds
380,Najran,SA,2021-08-14 17:41:23,17.4924,44.1277,90.25,13,7,4.56,clear sky
381,Panama City,PA,2021-08-14 17:38:42,8.9936,-79.5197,85.95,79,40,6.91,scattered clouds
382,Betioky,MG,2021-08-14 17:41:24,-23.7167,44.3833,59.97,61,0,14.29,clear sky
383,Bardiyah,LY,2021-08-14 17:41:24,31.7561,25.0865,80.74,67,0,10.89,clear sky
384,Albion,US,2021-08-14 17:41:24,42.2431,-84.753,75.38,35,1,4.61,clear sky
385,Mabaruma,GY,2021-08-14 17:41:25,8.2,-59.7833,84.33,76,99,3.6,overcast clouds
386,Canutama,BR,2021-08-14 17:41:25,-6.5339,-64.3831,98.82,24,87,2.13,overcast clouds
387,Evensk,RU,2021-08-14 17:41:25,61.95,159.2333,49.46,99,100,7.67,overcast clouds
388,Honiara,SB,2021-08-14 17:39:04,-9.4333,159.95,76.37,89,99,4.72,overcast clouds
389,Morehead,US,2021-08-14 17:41:26,37.2711,-87.1764,85.86,76,90,1.01,overcast clouds
390,Lakes Entrance,AU,2021-08-14 17:41:26,-37.8811,147.981,41.18,74,3,8.46,clear sky
391,Owando,CG,2021-08-14 17:41:27,-0.4819,15.8999,81.7,55,93,1.48,overcast clouds
392,Montrose,US,2021-08-14 17:41:27,38.4166,-108.2673,73.53,23,1,3.53,clear sky
393,Iberia,US,2021-08-14 17:41:28,29.9502,-91.7507,91.96,62,20,6.91,few clouds
394,Basoko,CD,2021-08-14 17:41:28,1.2391,23.616,73.47,83,59,2.8,broken clouds
395,Lagos,NG,2021-08-14 17:41:28,6.5833,3.75,82.72,79,79,7.27,broken clouds
396,Alberton,CA,2021-08-14 17:41:29,46.8168,-64.0654,82.53,68,5,11.18,clear sky
397,Majene,ID,2021-08-14 17:41:29,-3.5403,118.9707,76.5,89,38,9.51,scattered clouds
398,Kargasok,RU,2021-08-14 17:41:29,59.0556,80.8572,53.87,96,93,5.39,overcast clouds
399,Sheridan,US,2021-08-14 17:41:30,44.8333,-106.9173,87.98,27,1,1.01,clear sky
400,Krivodol,BG,2021-08-14 17:41:30,43.3744,23.4844,79.5,31,0,4.47,clear sky
401,Krasnoselkup,RU,2021-08-14 17:41:31,65.7,82.4667,58.19,82,100,10.04,overcast clouds
402,Bowmore,US,2021-08-14 17:41:31,34.9421,-79.3031,95.9,56,40,3.0,scattered clouds
403,Bubaque,GW,2021-08-14 17:41:31,11.2833,-15.8333,78.35,84,100,15.97,overcast clouds
404,Nuuk,GL,2021-08-14 17:41:32,64.1835,-51.7216,50.61,93,90,35.68,moderate rain
405,Nara,JP,2021-08-14 17:38:37,34.6851,135.8049,78.08,97,100,4.52,heavy intensity rain
406,General Roca,AR,2021-08-14 17:41:32,-39.0333,-67.5833,63.0,20,5,8.25,clear sky
407,Flin Flon,CA,2021-08-14 17:41:33,54.7682,-101.865,80.44,44,75,8.05,smoke
408,Bathsheba,BB,2021-08-14 17:41:33,13.2167,-59.5167,81.21,83,40,6.91,scattered clouds
409,Suna,RU,2021-08-14 17:41:33,57.8338,50.0588,60.24,74,86,6.89,overcast clouds
410,Padang,ID,2021-08-14 17:41:34,-0.9492,100.3543,75.88,94,100,6.29,light rain
411,Stornoway,GB,2021-08-14 17:39:39,58.2093,-6.3865,58.96,77,90,9.22,overcast clouds
412,Necochea,AR,2021-08-14 17:41:34,-38.5473,-58.7368,65.03,47,0,8.63,clear sky
413,Roebourne,AU,2021-08-14 17:41:34,-20.7833,117.1333,71.82,30,42,7.25,scattered clouds
414,Plzen,CZ,2021-08-14 17:39:13,49.7475,13.3776,82.87,47,0,5.75,clear sky
415,Petropavlovsk-Kamchatskiy,RU,2021-08-14 17:41:35,53.0452,158.6483,48.79,100,75,0.0,broken clouds
416,Pangkalanbuun,ID,2021-08-14 17:41:35,-2.6833,111.6167,74.57,97,100,3.6,overcast clouds
417,Dukat,RU,2021-08-14 17:41:36,62.55,155.55,56.66,77,97,9.08,overcast clouds
418,Yulara,AU,2021-08-14 17:41:36,-25.2406,130.9889,57.04,28,10,8.05,clear sky
419,Ust-Kuyga,RU,2021-08-14 17:41:36,70.0167,135.6,37.83,90,60,1.03,broken clouds
420,Norsup,VU,2021-08-14 17:41:37,-16.0667,167.3833,73.72,79,76,19.17,broken clouds
421,Muros,ES,2021-08-14 17:41:37,42.7762,-9.0603,80.83,53,0,14.18,clear sky
422,Burnie,AU,2021-08-14 17:41:38,-41.0667,145.9167,52.0,86,86,19.51,light rain
423,Los Llanos De Aridane,ES,2021-08-14 17:41:38,28.6585,-17.9182,73.15,78,20,17.27,few clouds
424,Clyde River,CA,2021-08-14 17:41:38,70.4692,-68.5914,41.23,93,90,9.22,fog
425,Verkhoyansk,RU,2021-08-14 17:41:39,67.5447,133.385,42.62,88,100,3.2,overcast clouds
426,Lewiston,US,2021-08-14 17:39:14,44.1003,-70.2148,89.74,75,75,3.44,broken clouds
427,Saint-Joseph,RE,2021-08-14 17:41:39,-21.3667,55.6167,70.18,87,73,16.06,light rain
428,Ketou,BJ,2021-08-14 17:41:39,7.3633,2.5998,78.12,77,79,4.61,broken clouds
429,San Cristobal,VE,2021-08-14 17:41:40,7.7669,-72.225,74.68,79,96,5.55,overcast clouds
430,Gerash,IR,2021-08-14 17:41:41,27.6652,54.1371,87.94,31,58,4.7,broken clouds
431,Khrystynivka,UA,2021-08-14 17:41:41,48.8249,29.9681,68.23,52,1,4.47,clear sky
432,Acajutla,SV,2021-08-14 17:41:41,13.5928,-89.8275,93.54,67,89,6.89,overcast clouds
433,Comodoro Rivadavia,AR,2021-08-14 17:41:42,-45.8667,-67.5,55.26,50,0,8.05,clear sky
434,Namibe,AO,2021-08-14 17:41:42,-15.1961,12.1522,64.81,87,66,7.2,broken clouds
435,Palmas,BR,2021-08-14 17:41:42,-10.2128,-48.3603,93.07,22,0,9.22,clear sky
436,Anshun,CN,2021-08-14 17:41:43,26.25,105.9333,64.27,96,100,4.61,overcast clouds
437,Mujiayingzi,CN,2021-08-14 17:41:43,42.1167,118.7833,63.77,85,100,2.01,overcast clouds
438,Yarada,IN,2021-08-14 17:41:44,17.65,83.2667,80.92,89,75,5.75,mist
439,Juneau,US,2021-08-14 17:41:44,58.3019,-134.4197,58.84,84,90,0.0,overcast clouds
440,Banda Aceh,ID,2021-08-14 17:41:45,5.5577,95.3222,77.45,86,100,15.82,overcast clouds
441,Cody,US,2021-08-14 17:41:46,44.5263,-109.0565,84.63,35,1,3.44,clear sky
442,Besikduzu,TR,2021-08-14 17:41:46,41.052,39.2284,71.49,83,100,5.91,overcast clouds
443,Buchanan,LR,2021-08-14 17:41:46,5.8808,-10.0467,82.36,70,92,8.03,overcast clouds
444,Burgeo,CA,2021-08-14 17:41:47,47.6167,-57.6152,72.54,84,87,7.36,overcast clouds
445,Camargo,MX,2021-08-14 17:41:47,27.6667,-105.1667,84.65,38,78,6.08,broken clouds
